nid	mid	fields
1577746187254	1577652741654	vi-ram  viramati	P1. to stop, to cease
1577746187255	1577652741654	gAyikaH	m. singer
1577746187256	1577652741654	gAyikA	f. songstress
1577746187257	1577652741654	gOra - gOrI	mfn. white
1577746187258	1577652741654	kiSora - kiSorI	mfn. adolescent
1577746187259	1577652741654	taruRa - taruRI	mfn. youthful
1577746187260	1577652741654	sadfSa - sadfSI	mfn. like, similar
1577746187261	1577652741654	vyAGraH	m. tiger
1577746187262	1577652741654	hariRaH	m. hind = deer
1577746187263	1577652741654	haMsI	f. female swan
1577746187264	1577652741654	mayUraH	m. peacock
1577746187265	1577652741654	mayUrI	f. peahen
1577746187266	1577652741654	kokilaH - kokilA	mf. cuckoo
1577746187267	1577652741654	ajaH - ajA	mf. goat
1577746187268	1577652741654	balAkaH - balAkA	mf. crane
1577746187269	1577652741654	cawakaH - cawakA	mf. sparrow
1577746187270	1577652741654	mfnmaya - mfnmayI	mfn. earthen
1577746187271	1577652741654	cinmaya - cinmayI	mfn. spiritual
1577746187272	1577652741654	carmamaya - carmamayI	mfn. leathern
1577746187273	1577652741654	dehaH	m. body
1577746187274	1577652741654	jarA	f. old age
1577746187275	1577652741654	rogaH	m. disease
1577746187276	1577652741654	ahitam	n. harmful deed
1577746187277	1577652741654	citra	mfn. suprising, strange
1577746187278	1577652741654	pari-tarj paritarjayati	P1. (causal) to menace, threaten
1577746187279	1577652741654	pra-hf praharati	P1. to strike
1577746187280	1577652741654	A-car Acarati	P1. to perform
1577746187281	1577652741654	kzamin	mfn. forbearing
1577746187282	1577652741654	dakza	mfn. competent
1577746187283	1577652741654	svasTa	mfn. sound
1577746187284	1577652741654	indriyam	n. sense
1577746187285	1577652741654	pratyudyamaH	m. remedy
1577746187286	1577652741654	Bavanam	n. house
1577746187287	1577652741654	guRagrAhin	mfn. appreciative
1577746187288	1577652741654	aruja	mfn. healthy
1577746187289	1577652741654	yAvat- tAvat	ind. while
1577746187290	1577652741654	kIdfSa - kIdfSI	what kind of ?
1577746187291	1577652741654	AtmaSreyas (AtmaSreyaH)	n. supreme good
1577746187292	1577652741654	puRyam	n. merit
1577746187293	1577652741654	sudurlaBa	mfn. very hard to obtain
1577746187294	1577652741654	prayatnaH	m. effort
1577746187295	1577652741654	Kananam	n. digging
1577746187296	1577652741654	anukUla	mfn. favorable
1577746187297	1577652741654	kzayaH	m. loss, decline
1577746187298	1577652741654	dUratas	m. ind. far away
1577746187299	1577652741654	apratihata	mfn. unimpaired
1577746187300	1577652741654	sam-dIp saMdIpyate	A4. to burn, glow
1577746187301	1577652741654	kArya	mfn. to be done
1577746187302	1577652741654	tAdfSa - tAdfSI	mfn. such
1577746187303	1577652741654	vyAGrI	f. tigress
1577746187304	1577652741654	hariRI	f. doe = female deer
1577746187305	1577652741654	amBas amBaH	mn. water
1577746187306	1577652741654	A-dA Adatte	A3. to receive
1577746187307	1577652741654	anu-BU anuBavati	P1. to feel, enjoy
1577746187308	1577652741654	gOtamaH	m. Gautama
1577746187309	1577652741654	araRyam	n. forest
1577746187310	1577652741654	skanDaH	m. shoulder
1577746187311	1577652741654	ni-DA nidaDAti	P3. to put down
1577746187312	1577652741654	vipraH	m. a brahmin
1577746187313	1577652741654	kaHcit (kaScit)	pron. a certain
1577746187314	1577652741654	kaH-api (ko'pi, kimapi, etc.)	pron. a certain
1577746187315	1577652741654	yajYaH	m. sacrifice
1577746187316	1577652741654	krI krIRAti	P9. to buy
1577746187317	1577652741654	vi-krI vikrIRAti	P9. to sell
1577746187318	1577652741654	CAgaH	m. goat
1577746187319	1577652741654	DUrtaH	m. rogue
1577746187320	1577652741654	tataH	m. then
1577746187321	1577652741654	upAyaH	m. means
1577746187322	1577652741654	prakarzaH	m. excellence
1577746187323	1577652741654	talam	n. base, foot
1577746187324	1577652741654	Agamanam	n. coming
1577746187325	1577652741654	sASaMkam	ind. with fear
1577746187326	1577652741654	prati-Ikz pratIkzate	A1. to wait
1577746187327	1577652741654	pari-Ikz parIkzate	A1. to examine
1577746187328	1577652741654	aBi-DA aBidaDAti	P3. to address
1577746187329	1577652741654	kukkuraH	m. dog
1577746187330	1577652741654	A-karR AkarRayati	P10. to hear, listen
1577746187331	1577652741654	niHsaMSayam	ind. certainly
1577746187332	1577652741654	samarTa	mfn. able
1577746187333	1577652741654	asamarTa	mfn. unable
1577746187334	1577652741654	Sakya	mfn. capable of being done
1577746187335	1577652741654	praSamaH	m. cessation
1577746187336	1577652741654	praSamaM nI nayati	P1. to check
1577746187337	1577652741654	sAraTiH	m. charioteer
1577746187338	1577652741654	arh arhati	P1. to deserve
1577746187339	1577652741654	yat yatate	A1. to strive
1577746187340	1577652741654	yuj yunakti	P7. to yoke; yujyate = it is proper
1577746187341	1577652741654	Kid Kidyate	A4. to be depressed
1577746187342	1577652741654	Sak Saknoti	P5. to be able
1577746187343	1577652741654	A-ruh Arohati	P1. to mount, to climb
1577746187344	1577652741654	dozaH	m. fault, defect
1577746187345	1577652741654	guRavat	mfn. virtuous
1577746187346	1577652741654	guRarAgin	mfn. lover of virtue
1577746187347	1577652741654	kalaNkaH	m. spot, mark
1577746187348	1577652741654	vyADiH	m. disease
1577746187349	1577652741654	jAtamAtraH	m. hardly born
1577746187350	1577652741654	vA	ind. or
1577746187351	1577652741654	anurAgaH	m. love
1577746187352	1577652741654	samman sammanyate	P4. to think; sammAnayati Caus. to esteem, to honor
1577746187353	1577652741654	saMsad saMsat	f. assembly
1577746187354	1577652741654	utsAraRam	n. driving away
1577746187355	1577652741654	rAjavallaBaH	m. courtier
1577746187356	1577652741654	atipuzwANgayukta	mfn. strongly built
1577746187357	1577652741654	pakzin pakzI	m. bird
1577746187358	1577652741654	senA	f. army
1577746187359	1577652741654	sEnikaH	m. soldier
1577746187360	1577652741654	senApatiH	m. general
1577746187361	1577652741654	Amram	n. mango
1577746187362	1577652741654	rUpyam	n. rupee
1577746187363	1577652741654	ARakaH	m. anna (unit of money)
1577746187364	1577652741654	vEdyaH	m. doctor
1577746187365	1577652741654	dinam	n. day
1577746187366	1577652741654	divasaH	m. day
1577746187367	1577652741654	saptAhaH	m. week
1577746187368	1577652741654	mAsaH	m. month
1577746187369	1577652741654	varzam	n. year
1577746187370	1577652741654	SatAbdam	n. century
1577746187371	1577652741654	fRam	n. debt
1577746187372	1577652741654	sajala	mfn. having water
1577746187373	1577652741654	dvayam	n. pair
1577746187374	1577652741654	trayam	n. group of three
1577746187375	1577652741654	catuzwayam	n. group of four
1577746187376	1577652741654	kzuDArta	mfn. famished
1577746187377	1577652741654	mahilA	f. woman
1577746187378	1577652741654	BujagaH	m. serpent
1577746187379	1577652741654	BujagI	f. female serpent
1577746187380	1577652741654	aRqaH	m. egg
1577746187381	1577652741654	buBukzita	mfn. famished
1577746187382	1577652741654	kzIRa	mfn. lean, emaciated
1577746187383	1577652741654	nizkaruRa	mfn. pitiless
1577746187384	1577652741654	puruzaH	m. man
1577746187385	1577652741654	SrotriyaH	m. learned brahmin
1577746187386	1577652741654	dIrGasUtratA	f. slowness
1577746187387	1577652741654	praBavaH	m. origin
1577746187388	1577652741654	mattaH	ind. ? (Abl.) from me
1577746187389	1577652741654	yojanam	n. eight miles
1577746187390	1577652741654	fRadAtf	m. money lender
1577746187391	1577652741654	yamaH (god of death)	m. Yama
1577746187392	1577652741654	prARAH	m. pl. life
1577746187393	1577652741654	BAvasamanvita	mfn. wise
1577746187394	1577652741654	kroSaH	m. two miles
1577746187395	1577652741654	sva	mfn.  one's own
1577746187396	1577652741654	tandrA	f. sluggishness
1577746187397	1577652741654	sahodaraH	m. brother
1577746187398	1577652741654	BAgavataH	m. devotee
1577746187399	1577652741654	buDaH	m. wise man
1577746187400	1577652741654	vastavya	mfn. to be dwelt in
1577746187401	1577652741654	hAtavya	mfn. to be avoided
1577746187402	1577652741654	BUtiH	f. prosperity
1577746187403	1577652741654	hfdayam	n. heart
1577746187404	1577652741654	budDiH	f. intelligence
1577746187405	1577652741654	iha	ind. here
1577746187406	1577652741654	mUlyam	n. price
1577746187407	1577652741654	Alasyam	n. laziness
1578189751017	1577652741639	hitopadeSa	friendly advice, salutary instruction
1578189751018	1577652741639	prastAvikA	introduction
1578189751019	1577652741639	sidDiH sADye satAm astu	May success attend the good in their undertakings (in the object they wish to accomplish)
1578189751020	1577652741639	prasAdAt tasya DUrjaweH	by the favour of that Dhurjati
1578189751021	1577652741639	DUrjawi	"having matted locks like a burden" (N. of Siva)
1578189751022	1577652741639	jAhnavIPenaleKeva	like a streak of the foam of the Ganges
1578189751023	1577652741639	yanmUrDni SaSinaH kalA	on whose head there is a digit of the moon
1578189751024	1577652741639	SrutaH hitopadeSaH ayam	This Hitopadesa  when studied (lit., carefully attended to)
1578189751025	1577652741639	pAwavam saMskftoktizu	proficiency [cleverness] in elegant speeches
1578189751026	1577652741639	vAcAm sarvatra vEcitryam	a variety of expression in every department
1578189751027	1577652741639	nItividyAM dadAti ca	and gives a knowledge of the conduct of human affairs
